id,title
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/36","Arcosur"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/1","Actur"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/3","Arrabal"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/4","Casco Histórico"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/5","Centro"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/7","La Jota"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/8","La Paz"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/9","Las Fuentes"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/10","Oliver"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/11","Picarral"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/13","San José"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/14","Torrero"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/16","Juslibol"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/17","La Cartuja Baja"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/18","Montañana"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/21","San Juan de Mozarrifar"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/23","Santa Isabel"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/29","Miralbueno"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/31","Venta del Olivar"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/6","Delicias"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/19","Movera"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/2","Almozara"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/12","Romareda/Universidad"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/15","Valdefierro"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/20","Peñaflor"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/22","San Gregorio"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/24","Torrecilla de Valmadrid"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/25","Alfocea"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/26","Casablanca"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/27","Casetas"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/28","Garrapinillos"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/30","Monzalbarba"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/32","Villarrapa"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/33","Valdespartera"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/34","Ranillas"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/35","Vadorrey"
"http://www.zaragoza.es/api/recurso/sector-publico/territorio/barrio/37","Puerto Venecia"
